9,949092e+001;#NaN
1,004554e+002;#NaN
1,014198e+002;#NaN
1,023843e+002;#NaN
1,033487e+002;#NaN
1,043132e+002;#NaN
1,052777e+002;#NaN
1,062421e+002;#NaN
1,072066e+002;#NaN
1,081710e+002;#NaN
1,091355e+002;#NaN
1,100999e+002;#NaN
1,110644e+002;#NaN
1,120289e+002;#NaN
1,129933e+002;#NaN
1,139578e+002;#NaN
1,149222e+002;#NaN
1,158867e+002;#NaN
1,168511e+002;#NaN
1,178156e+002;#NaN
1,187801e+002;#NaN
1,197445e+002;#NaN
1,207090e+002;#NaN
1,216734e+002;#NaN
1,226379e+002;#NaN
1,236023e+002;#NaN
1,245668e+002;#NaN
1,255313e+002;#NaN
1,264957e+002;#NaN
1,274602e+002;#NaN
1,284246e+002;#NaN
1,293891e+002;#NaN
1,303535e+002;#NaN
1,313180e+002;#NaN
1,322825e+002;#NaN
1,332469e+002;#NaN
1,342114e+002;#NaN
1,351758e+002;#NaN
1,361403e+002;#NaN
1,371047e+002;#NaN
1,380692e+002;#NaN
1,390337e+002;#NaN
1,399981e+002;#NaN
1,409626e+002;#NaN
1,419270e+002;#NaN
1,428915e+002;#NaN
1,438559e+002;#NaN
1,448204e+002;#NaN
1,457849e+002;#NaN
1,467493e+002;#NaN
1,477138e+002;#NaN
1,486782e+002;#NaN
1,496427e+002;#NaN
1,506071e+002;#NaN
1,515716e+002;#NaN
1,525361e+002;#NaN
1,535005e+002;#NaN
1,544650e+002;#NaN
1,554294e+002;#NaN
1,563939e+002;#NaN
1,573583e+002;#NaN
1,583228e+002;#NaN
1,592872e+002;#NaN
1,602517e+002;#NaN
1,612162e+002;#NaN
1,621806e+002;#NaN
1,631451e+002;#NaN
1,641095e+002;#NaN
1,650740e+002;#NaN
1,660385e+002;#NaN
1,670029e+002;#NaN
1,679674e+002;#NaN
1,689318e+002;#NaN
1,698963e+002;#NaN
1,708607e+002;#NaN
1,718252e+002;#NaN
1,727896e+002;#NaN
1,737541e+002;#NaN
1,747186e+002;#NaN
1,756830e+002;#NaN
1,766475e+002;#NaN
1,776119e+002;#NaN
1,785764e+002;#NaN
1,795408e+002;#NaN
1,805053e+002;#NaN
1,814698e+002;#NaN
1,824342e+002;#NaN
1,833987e+002;#NaN
1,843631e+002;#NaN
1,853276e+002;#NaN
1,862921e+002;#NaN
1,872565e+002;#NaN
1,882209e+002;#NaN
1,891854e+002;#NaN
1,901499e+002;#NaN
1,911143e+002;#NaN
1,920788e+002;#NaN
1,930432e+002;#NaN
1,940077e+002;#NaN
1,949722e+002;#NaN
1,959366e+002;#NaN
1,969011e+002;#NaN
1,978655e+002;#NaN
1,988300e+002;#NaN
1,997944e+002;#NaN
2,007589e+002;#NaN
2,017234e+002;#NaN
2,026878e+002;#NaN
2,036523e+002;#NaN
2,046167e+002;#NaN
2,055812e+002;#NaN
2,065456e+002;#NaN
2,075101e+002;-2,642456e+002
2,084745e+002;-2,549036e+002
2,094390e+002;-2,455613e+002
2,104035e+002;-2,362192e+002
2,113679e+002;-2,268525e+002
2,123324e+002;-2,176572e+002
2,132968e+002;-2,086865e+002
2,142613e+002;-1,996921e+002
2,152258e+002;-1,907214e+002
2,161902e+002;-1,817268e+002
2,171547e+002;-1,719126e+002
2,181191e+002;-1,606023e+002
2,190836e+002;-1,492920e+002
2,200480e+002;-1,379814e+002
2,210125e+002;-1,266711e+002
2,219770e+002;-1,169080e+002
2,229414e+002;-1,099055e+002
2,239059e+002;-1,029033e+002
2,248703e+002;-9,590088e+001
2,258348e+002;-8,889868e+001
2,267992e+002;-8,224048e+001
2,277637e+002;-7,621313e+001
2,287281e+002;-7,018555e+001
2,296926e+002;-6,415820e+001
2,306571e+002;-5,813062e+001
2,316215e+002;-5,107739e+001
2,325860e+002;-4,210010e+001
2,335504e+002;-3,312256e+001
2,345149e+002;-2,412109e+001
2,354793e+002;-1,514380e+001
2,364438e+002;-7,876953e+000
2,374083e+002;-4,009766e+000
2,383727e+002;-1,289063e-001
2,393372e+002;3,750977e+000
2,403016e+002;7,619141e+000
2,412661e+002;1,022754e+001
2,422305e+002;1,032568e+001
2,431950e+002;1,042432e+001
2,441595e+002;1,052734e+001
2,451239e+002;1,062646e+001
2,460884e+002;9,925293e+000
2,470528e+002;7,675781e+000
2,480173e+002;5,425781e+000
2,489818e+002;3,176758e+000
2,499462e+002;9,267578e-001
2,509107e+002;-2,665527e+000
2,518751e+002;-8,816895e+000
2,528396e+002;-1,496777e+001
2,538040e+002;-2,112744e+001
2,547685e+002;-2,727832e+001
2,557329e+002;-3,165820e+001
2,566974e+002;-3,274023e+001
2,576619e+002;-3,381885e+001
2,586263e+002;-3,489844e+001
2,595908e+002;-3,597949e+001
2,605552e+002;-3,624658e+001
2,615197e+002;-3,505811e+001
2,624841e+002;-3,386963e+001
2,634486e+002;-3,268115e+001
2,644131e+002;-3,149316e+001
2,653775e+002;-3,232813e+001
2,663420e+002;-3,658789e+001
2,673064e+002;-4,084863e+001
2,682709e+002;-4,511328e+001
2,692354e+002;-4,937354e+001
2,701998e+002;-5,131641e+001
2,711642e+002;-4,956592e+001
2,721287e+002;-4,782373e+001
2,730932e+002;-4,608203e+001
2,740576e+002;-4,433154e+001
2,750221e+002;-4,001074e+001
2,759865e+002;-3,184229e+001
2,769510e+002;-2,369629e+001
2,779155e+002;-1,552783e+001
2,788799e+002;-7,359863e+000
2,798444e+002;-2,440430e+000
2,808088e+002;-1,942383e+000
2,817733e+002;-1,438477e+000
2,827377e+002;-9,345703e-001
2,837022e+002;-4,311523e-001
2,846666e+002;-1,862305e+000
2,856311e+002;-5,709961e+000
2,865956e+002;-9,556641e+000
2,875600e+002;-1,340430e+001
2,885245e+002;-1,725146e+001
2,894890e+002;-1,746875e+001
2,904534e+002;-1,358496e+001
2,914178e+002;-9,701660e+000
2,923823e+002;-5,805176e+000
2,933467e+002;-1,921387e+000
2,943112e+002;-8,413086e-001
2,952757e+002;-2,615234e+000
2,962401e+002;-4,386230e+000
2,972046e+002;-6,159668e+000
2,981691e+002;-7,932129e+000
2,991335e+002;-9,229492e+000
3,000980e+002;-1,010596e+001
3,010624e+002;-1,097900e+001
3,020269e+002;-1,185254e+001
3,029913e+002;-1,272607e+001
3,039558e+002;-1,104199e+001
3,049202e+002;-7,345703e+000
3,058847e+002;-3,650391e+000
3,068492e+002;4,589844e-002
3,078136e+002;3,741699e+000
3,087781e+002;9,676270e+000
3,097425e+002;1,711279e+001
3,107070e+002;2,454932e+001
3,116714e+002;3,200635e+001
3,126359e+002;3,944336e+001
3,136003e+002;4,599512e+001
3,145648e+002;5,205420e+001
3,155293e+002;5,811377e+001
3,164937e+002;6,415527e+001
3,174582e+002;7,021484e+001
3,184226e+002;7,507422e+001
3,193871e+002;7,934082e+001
3,203516e+002;8,363477e+001
3,213160e+002;8,791504e+001
3,222805e+002;9,219531e+001
3,232449e+002;9,662549e+001
3,242094e+002;1,011182e+002
3,251738e+002;1,056108e+002
3,261383e+002;1,101040e+002
3,271028e+002;1,145967e+002
3,280672e+002;1,172495e+002
3,290317e+002;1,193369e+002
3,299961e+002;1,214155e+002
3,309606e+002;1,234941e+002
3,319250e+002;1,255820e+002
3,328895e+002;1,330078e+002
3,338539e+002;1,417153e+002
3,348184e+002;1,503999e+002
3,357829e+002;1,591074e+002
3,367473e+002;1,677915e+002
3,377118e+002;1,816260e+002
3,386762e+002;1,963096e+002
